LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
2.0,7.0,1.0,1.0,0.0,12.0,4.0,0.5,4.0,1.0,0.25,11.0,1.0,0.0,7.0,0.0,4.0,1.0,16.59,7.71,987.43,0.04,32.0,0.13,54.86,128.0,0.25,4.0,6.0,9.0,0.33,12.0,20.0,7.0,9.0,12.0,12.5,8.0,1
5.0,9.0,3.0,1.0,1.0,10.0,5.0,0.21,4.0,4.0,0.8,17.0,4.0,0.75,23.0,0.0,5.0,1.0,22.79,15.94,5788.44,0.12,72.0,0.06,321.58,363.2,0.8,3.0,5.0,14.0,0.16,30.0,42.0,16.0,17.0,32.0,8.0,24.0,0
47.0,49.0,5.0,8.0,23.0,84.0,25.0,0.25,36.0,19.0,0.76,96.0,7.0,0.25,93.0,0.0,19.0,0.76,88.41,27.3,65888.22,0.8,412.0,0.04,3660.46,2413.49,0.28,24.0,42.0,73.0,0.14,189.0,223.0,45.0,13.0,173.0,25.0,101.0,1
1.0,5.0,1.0,1.0,0.0,8.0,3.0,0.3,4.0,1.0,0.33,13.0,1.0,0.0,9.0,0.0,3.0,1.0,13.14,11.57,1758.86,0.05,38.0,0.09,97.71,152.0,0.33,2.0,4.0,12.0,0.23,18.0,20.0,7.0,9.0,13.0,10.0,10.0,0
2.0,17.0,5.0,3.0,6.0,32.0,9.0,0.19,16.0,9.0,1.0,37.0,1.0,0.0,45.0,0.0,9.0,1.0,56.82,14.87,12564.22,0.28,161.0,0.07,698.01,844.92,0.11,8.0,16.0,30.0,0.16,73.0,88.0,27.0,11.0,58.0,16.67,48.0,0
114.0,7.0,9.0,3.0,223.0,12.0,4.0,0.01,6.0,4.0,1.0,125.0,1.0,0.0,472.0,0.0,4.0,1.0,104.6,169.58,3008099.39,5.91,3143.0,0.01,167116.66,17738.64,0.25,3.0,6.0,123.0,0.0,1074.0,2069.0,38.0,12.0,814.0,32.38,475.0,0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,1.0,0.5,8.0,1.0,0.0,6.0,0.0,0.0,0.0,7.75,6.0,279.04,0.02,14.0,0.17,15.5,46.51,0.5,1.0,2.0,8.0,0.29,8.0,6.0,4.0,6.0,7.0,0.0,6.0,0
6.0,29.0,19.0,20.0,9.0,50.0,15.0,0.11,22.0,15.0,1.0,93.0,9.0,0.57,114.0,0.0,15.0,1.0,51.66,71.68,265483.2,1.23,622.0,0.01,14749.07,3703.51,0.6,14.0,25.0,80.0,0.1,227.0,395.0,38.0,24.0,151.0,20.28,134.0,1
4.0,14.0,1.0,1.0,16.0,18.0,8.0,0.17,8.0,2.0,0.25,25.0,1.0,0.0,46.0,0.0,2.0,0.25,22.12,27.14,16294.42,0.2,118.0,0.04,905.25,600.32,0.13,5.0,9.0,19.0,0.12,38.0,80.0,14.0,20.0,69.0,26.98,47.0,1
14.0,1.0,2.0,2.0,25.0,0.0,1.0,0.04,0.0,1.0,1.0,3.0,1.0,0.0,21.0,0.0,0.0,0.0,56.14,9.0,4547.07,0.17,104.0,0.11,252.62,505.23,1.0,0.0,0.0,4.0,0.02,40.0,64.0,20.0,9.0,64.0,56.25,23.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,12.68,2.5,79.25,0.01,10.0,0.4,4.4,31.7,1.0,0.0,0.0,3.0,0.17,4.0,6.0,4.0,5.0,6.0,0.0,3.0,0
1.0,3.0,1.0,3.0,1.0,4.0,2.0,0.22,2.0,2.0,1.0,6.0,1.0,0.0,6.0,0.0,2.0,1.0,18.28,5.0,456.88,0.03,24.0,0.2,25.38,91.38,0.5,1.0,2.0,6.0,0.14,10.0,14.0,7.0,7.0,14.0,40.0,9.0,0
7.0,21.0,2.0,4.0,12.0,34.0,11.0,0.18,14.0,5.0,0.45,38.0,8.0,0.7,56.0,0.0,11.0,1.0,59.02,17.79,18684.19,0.35,196.0,0.06,1038.01,1050.08,0.73,10.0,17.0,29.0,0.13,86.0,110.0,29.0,12.0,87.0,22.22,60.0,0
1.0,3.0,1.0,0.0,3.0,4.0,2.0,0.25,2.0,1.0,0.5,6.0,1.0,0.0,8.0,0.0,2.0,1.0,15.07,4.67,328.11,0.02,19.0,0.21,18.23,70.31,0.5,1.0,2.0,6.0,0.14,8.0,11.0,6.0,7.0,14.0,27.27,8.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,0.25,1.0,3.0,1.0,3.0,4.0,0.0,2.0,0
1.0,15.0,1.0,1.0,1.0,22.0,8.0,0.42,8.0,1.0,0.13,22.0,6.0,0.71,18.0,0.0,8.0,1.0,22.5,11.82,3142.78,0.09,58.0,0.08,174.6,265.93,0.75,7.0,11.0,16.0,0.35,20.0,38.0,11.0,13.0,23.0,10.0,19.0,1
6.0,9.0,3.0,0.0,4.0,16.0,5.0,0.26,8.0,5.0,1.0,18.0,1.0,0.0,19.0,0.0,5.0,1.0,33.34,9.33,2903.96,0.1,67.0,0.11,161.33,311.14,0.2,4.0,8.0,15.0,0.16,28.0,39.0,15.0,10.0,31.0,17.39,19.0,0
6.0,9.0,4.0,2.0,1.0,16.0,5.0,0.1,8.0,5.0,1.0,20.0,1.0,0.0,47.0,0.0,5.0,1.0,38.12,17.21,11288.51,0.22,125.0,0.06,627.14,655.99,0.2,4.0,8.0,17.0,0.09,59.0,66.0,24.0,14.0,58.0,6.0,49.0,1
3.0,11.0,7.0,5.0,9.0,20.0,6.0,0.14,10.0,5.0,0.83,28.0,1.0,0.0,39.0,0.0,5.0,0.83,42.63,26.0,28814.88,0.37,203.0,0.04,1600.83,1108.26,0.17,5.0,10.0,24.0,0.1,91.0,112.0,28.0,16.0,58.0,26.42,44.0,1
7.0,17.0,12.0,1.0,4.0,26.0,9.0,0.2,10.0,5.0,0.56,36.0,4.0,0.38,43.0,0.0,5.0,0.56,40.64,14.96,9090.89,0.2,115.0,0.07,505.05,607.82,0.44,8.0,13.0,29.0,0.16,43.0,72.0,23.0,16.0,57.0,10.42,44.0,0
61.0,13.0,9.0,2.0,28.0,20.0,7.0,0.02,8.0,5.0,0.71,74.0,4.0,0.5,301.0,0.0,2.0,0.29,173.1,46.09,367738.91,2.66,1226.0,0.02,20429.94,7978.56,0.57,6.0,10.0,69.0,0.02,507.0,719.0,77.0,14.0,394.0,9.06,303.0,0
4.0,7.0,3.0,0.0,0.0,10.0,4.0,0.2,4.0,2.0,0.5,14.0,3.0,0.67,20.0,0.0,3.0,0.75,31.42,11.2,3940.85,0.12,74.0,0.09,218.94,351.86,0.75,3.0,5.0,12.0,0.15,28.0,46.0,15.0,12.0,26.0,0.0,20.0,0
0.0,7.0,0.0,0.0,0.0,10.0,4.0,0.8,2.0,1.0,0.25,9.0,1.0,0.0,5.0,0.0,4.0,1.0,15.29,12.25,2294.38,0.06,42.0,0.08,127.47,187.3,0.25,4.0,5.0,7.0,0.57,14.0,28.0,8.0,14.0,7.0,0.0,5.0,1
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33,2.0,1.0,0.5,5.0,1.0,0.0,6.0,0.0,2.0,1.0,11.86,4.38,227.03,0.02,15.0,0.23,12.61,51.89,0.5,1.0,2.0,5.0,0.22,5.0,10.0,4.0,7.0,9.0,0.0,6.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,9.6,2.5,60.0,0.01,8.0,0.4,3.33,24.0,1.0,0.0,0.0,3.0,0.2,3.0,5.0,3.0,5.0,5.0,0.0,2.0,0
7.0,1.0,3.0,0.0,3.0,0.0,1.0,0.08,0.0,1.0,1.0,8.0,1.0,0.0,13.0,0.0,0.0,0.0,38.04,9.14,3180.21,0.12,78.0,0.11,176.68,347.84,1.0,0.0,0.0,9.0,0.04,32.0,46.0,14.0,8.0,25.0,18.75,13.0,0
2.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33,2.0,1.0,0.5,6.0,1.0,0.0,6.0,0.0,2.0,1.0,9.71,8.0,621.67,0.03,21.0,0.13,34.54,77.71,0.5,1.0,2.0,6.0,0.17,10.0,11.0,5.0,8.0,12.0,0.0,6.0,1
6.0,21.0,9.0,8.0,6.0,26.0,11.0,0.19,6.0,1.0,0.09,41.0,9.0,0.8,49.0,0.0,3.0,0.27,62.81,18.93,22497.56,0.4,214.0,0.05,1249.86,1188.68,0.82,10.0,13.0,32.0,0.16,99.0,115.0,34.0,13.0,70.0,22.22,57.0,0
0.0,1.0,0.0,15.0,0.0,0.0,1.0,0.06,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.05,0.0,0.0,0.0,0.0,19.0,88.24,17.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,13.29,3.0,119.59,0.01,12.0,0.33,6.64,39.86,1.0,0.0,0.0,3.0,0.13,4.0,8.0,4.0,6.0,8.0,0.0,3.0,0
41.0,55.0,21.0,0.0,103.0,86.0,28.0,0.09,32.0,17.0,0.61,195.0,13.0,0.44,307.0,0.0,6.0,0.21,406.71,33.1,445558.73,4.49,1793.0,0.03,24753.26,13461.48,0.46,27.0,43.0,169.0,0.06,737.0,1056.0,167.0,15.0,453.0,25.12,307.0,1
8.0,9.0,5.0,0.0,5.0,16.0,5.0,0.19,8.0,1.0,0.2,24.0,1.0,0.0,27.0,0.0,5.0,1.0,46.15,8.42,3272.75,0.13,80.0,0.12,181.82,388.64,0.2,4.0,8.0,21.0,0.12,32.0,48.0,19.0,10.0,42.0,15.63,27.0,0
5.0,11.0,4.0,0.0,2.0,20.0,6.0,0.18,10.0,1.0,0.17,26.0,1.0,0.0,33.0,0.0,6.0,1.0,26.88,13.46,4871.53,0.12,80.0,0.07,270.64,361.88,0.17,5.0,10.0,22.0,0.14,35.0,45.0,13.0,10.0,42.0,5.71,33.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,1.0,14.99,3.0,134.92,0.01,13.0,0.33,7.5,44.97,1.0,0.0,0.0,3.0,0.14,5.0,8.0,5.0,6.0,7.0,0.0,2.0,0
24.0,37.0,9.0,8.0,43.0,70.0,19.0,0.16,34.0,18.0,0.95,92.0,7.0,0.33,111.0,2.0,13.0,0.68,63.03,46.12,134073.67,0.97,456.0,0.02,7448.54,2907.02,0.37,18.0,35.0,75.0,0.1,214.0,242.0,58.0,25.0,190.0,31.48,119.0,0
3.0,3.0,1.0,3.0,1.0,4.0,2.0,0.18,2.0,1.0,0.5,7.0,1.0,0.0,8.0,0.0,2.0,1.0,17.22,4.08,287.09,0.02,19.0,0.24,15.95,70.31,0.5,1.0,2.0,7.0,0.11,7.0,12.0,6.0,7.0,18.0,33.33,11.0,1
2.0,3.0,2.0,0.0,2.0,4.0,2.0,0.12,2.0,2.0,1.0,6.0,1.0,0.0,17.0,0.0,1.0,0.5,26.69,12.86,4411.7,0.11,73.0,0.08,245.09,343.13,0.5,1.0,2.0,6.0,0.09,30.0,43.0,14.0,12.0,23.0,10.53,17.0,1
9.0,15.0,1.0,3.0,13.0,24.0,8.0,0.18,10.0,3.0,0.38,29.0,4.0,0.43,41.0,0.0,4.0,0.5,32.32,26.36,22461.45,0.28,158.0,0.04,1247.86,851.99,0.5,7.0,12.0,23.0,0.12,58.0,100.0,22.0,20.0,69.0,28.07,44.0,0
3.0,9.0,1.0,0.0,0.0,16.0,5.0,0.31,8.0,3.0,0.6,18.0,1.0,0.0,16.0,0.0,0.0,0.0,13.2,11.25,1670.2,0.05,38.0,0.09,92.79,148.46,0.2,4.0,8.0,15.0,0.24,15.0,23.0,6.0,9.0,21.0,0.0,16.0,0
275.0,115.0,42.0,0.0,261.0,174.0,58.0,0.06,60.0,31.0,0.53,569.0,29.0,0.49,978.0,0.0,3.0,0.05,1318.96,44.81,2648522.51,19.7,6701.0,0.02,147140.15,59104.02,0.5,57.0,87.0,513.0,0.04,2611.0,4090.0,437.0,15.0,1516.0,21.07,978.0,1
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,6.0,1.0,0.0,8.0,0.0,2.0,1.0,19.46,7.5,1094.61,0.05,35.0,0.13,60.81,145.95,0.5,1.0,2.0,6.0,0.2,15.0,20.0,9.0,9.0,10.0,0.0,8.0,1
2.0,7.0,1.0,1.0,1.0,10.0,4.0,0.29,4.0,1.0,0.25,12.0,3.0,0.67,13.0,2.0,3.0,0.75,19.62,10.0,1962.15,0.07,44.0,0.1,109.01,196.21,0.75,3.0,5.0,10.0,0.2,20.0,24.0,11.0,11.0,20.0,13.33,14.0,0
1.0,7.0,5.0,0.0,6.0,8.0,4.0,0.29,2.0,2.0,0.5,14.0,1.0,0.0,14.0,0.0,0.0,0.0,37.37,9.55,3405.1,0.12,69.0,0.1,189.17,356.72,0.25,3.0,4.0,12.0,0.17,30.0,39.0,22.0,14.0,23.0,30.0,14.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,9.49,3.5,116.27,0.01,10.0,0.29,6.46,33.22,1.0,0.0,0.0,3.0,0.2,3.0,7.0,3.0,7.0,5.0,0.0,2.0,0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.22,2.0,1.0,0.5,7.0,1.0,0.0,9.0,0.0,2.0,1.0,17.41,3.5,213.31,0.02,17.0,0.29,11.85,60.94,0.5,1.0,2.0,7.0,0.14,7.0,10.0,6.0,6.0,14.0,0.0,9.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,20.97,3.0,188.72,0.02,17.0,0.33,10.48,62.91,1.0,0.0,0.0,3.0,0.17,7.0,10.0,7.0,6.0,6.0,0.0,2.0,0
4.0,5.0,2.0,2.0,7.0,8.0,3.0,0.23,4.0,2.0,0.67,11.0,1.0,0.0,11.0,0.0,0.0,0.0,7.99,15.75,1981.59,0.04,34.0,0.06,110.09,125.81,0.33,2.0,4.0,10.0,0.12,14.0,20.0,4.0,9.0,26.0,45.0,13.0,0
3.0,15.0,4.0,5.0,10.0,26.0,8.0,0.22,12.0,7.0,0.88,29.0,5.0,0.57,31.0,0.0,8.0,1.0,44.15,13.83,8439.23,0.2,119.0,0.07,468.85,610.38,0.63,7.0,13.0,23.0,0.16,53.0,66.0,23.0,12.0,51.0,32.61,36.0,0
2.0,3.0,3.0,1.0,0.0,4.0,2.0,0.13,2.0,1.0,0.5,9.0,1.0,0.0,15.0,0.0,0.0,0.0,16.05,13.75,3037.27,0.07,52.0,0.07,168.74,220.89,0.5,1.0,2.0,9.0,0.1,20.0,32.0,8.0,11.0,20.0,6.25,16.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,8.0,1.0,1.0,27.35,3.0,246.13,0.03,21.0,0.33,13.67,82.04,1.0,0.0,0.0,3.0,0.13,9.0,12.0,9.0,6.0,8.0,0.0,3.0,0
6.0,27.0,2.0,0.0,9.0,28.0,14.0,0.61,2.0,1.0,0.07,31.0,14.0,1.0,23.0,0.0,8.0,0.57,34.52,23.12,18451.22,0.27,148.0,0.04,1025.06,798.06,1.0,13.0,22.0,19.0,0.33,68.0,80.0,25.0,17.0,42.0,28.13,23.0,0
8.0,33.0,6.0,5.0,11.0,62.0,17.0,0.22,30.0,15.0,0.88,68.0,4.0,0.19,73.0,0.0,16.0,0.94,78.27,20.64,33335.21,0.54,282.0,0.05,1851.96,1615.27,0.24,16.0,31.0,53.0,0.17,127.0,155.0,40.0,13.0,99.0,17.98,78.0,1
20.0,7.0,8.0,0.0,17.0,10.0,4.0,0.09,4.0,1.0,0.25,31.0,3.0,0.67,47.0,0.0,0.0,0.0,77.88,30.05,70308.81,0.78,393.0,0.03,3906.05,2340.0,0.75,3.0,5.0,29.0,0.05,136.0,257.0,43.0,19.0,86.0,26.56,47.0,0
2.0,27.0,17.0,29.0,132.0,40.0,14.0,0.03,14.0,8.0,0.57,160.0,8.0,0.54,373.0,0.0,8.0,0.57,329.92,55.63,1020998.24,6.12,2567.0,0.02,56722.12,18353.4,0.57,13.0,20.0,148.0,0.03,942.0,1625.0,127.0,15.0,538.0,30.15,402.0,0
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.17,0.0,1.0,1.0,6.0,1.0,0.0,6.0,0.0,1.0,1.0,34.58,9.63,3203.61,0.11,70.0,0.1,177.98,332.84,1.0,0.0,0.0,7.0,0.07,28.0,42.0,16.0,11.0,15.0,0.0,6.0,0
4.0,79.0,5.0,0.0,195.0,130.0,42.0,0.11,60.0,24.0,0.57,192.0,9.0,0.2,375.0,0.0,28.0,0.67,68.19,125.38,1071842.0,2.85,1341.0,0.01,59546.78,8548.93,0.21,35.0,65.0,152.0,0.07,443.0,898.0,53.0,30.0,576.0,34.21,375.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,7.75,2.0,31.02,0.01,6.0,0.5,1.72,15.51,1.0,0.0,0.0,2.0,0.25,2.0,4.0,2.0,4.0,4.0,0.0,2.0,0
22.0,17.0,2.0,8.0,23.0,20.0,11.0,0.16,10.0,11.0,1.0,39.0,1.0,0.0,60.0,0.0,11.0,1.0,46.09,28.41,37194.42,0.44,232.0,0.04,2066.36,1309.37,0.09,5.0,10.0,30.0,0.09,101.0,131.0,32.0,18.0,116.0,34.07,68.0,0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,5.0,1.0,0.0,6.0,0.0,2.0,1.0,10.48,9.75,996.32,0.03,25.0,0.1,55.35,102.19,0.5,1.0,2.0,5.0,0.25,6.0,19.0,4.0,13.0,8.0,0.0,6.0,0
39.0,65.0,5.0,16.0,24.0,96.0,39.0,0.23,48.0,34.0,0.87,138.0,1.0,0.0,157.0,0.0,34.0,0.87,64.26,69.13,307090.97,1.48,681.0,0.01,17060.61,4442.55,0.03,24.0,48.0,101.0,0.16,316.0,365.0,64.0,28.0,239.0,20.3,173.0,0
65.0,49.0,17.0,15.0,89.0,82.0,25.0,0.03,34.0,16.0,0.64,222.0,12.0,0.46,813.0,0.0,9.0,0.36,350.88,71.88,1812966.04,8.41,3404.0,0.01,100720.34,25221.57,0.48,24.0,41.0,199.0,0.03,1214.0,2190.0,152.0,18.0,984.0,11.34,828.0,0
0.0,3.0,2.0,0.0,1.0,4.0,2.0,0.25,2.0,2.0,1.0,6.0,1.0,0.0,8.0,0.0,2.0,1.0,17.65,7.88,1094.42,0.05,34.0,0.13,60.8,138.97,0.5,1.0,2.0,6.0,0.18,14.0,20.0,8.0,9.0,11.0,11.11,8.0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,14.99,3.0,134.92,0.01,13.0,0.33,7.5,44.97,1.0,0.0,0.0,3.0,0.14,5.0,8.0,5.0,6.0,7.0,0.0,2.0,0
3.0,25.0,0.0,18.0,9.0,40.0,13.0,0.19,16.0,1.0,0.08,43.0,9.0,0.67,50.0,0.0,12.0,0.92,22.12,57.0,71859.2,0.42,242.0,0.02,3992.18,1260.69,0.69,12.0,20.0,32.0,0.15,108.0,134.0,18.0,19.0,86.0,35.06,68.0,0
1.0,3.0,0.0,1.0,1.0,4.0,2.0,0.33,2.0,1.0,0.5,6.0,1.0,0.0,5.0,1.0,2.0,1.0,10.95,6.0,394.38,0.02,19.0,0.17,21.91,65.73,0.5,1.0,2.0,6.0,0.2,10.0,9.0,5.0,6.0,10.0,28.57,6.0,0
14.0,38.0,3.0,0.0,7.0,56.0,20.0,0.2,24.0,11.0,0.55,67.0,9.0,0.42,101.0,0.0,11.0,0.55,45.34,47.44,102058.89,0.72,316.0,0.02,5669.94,2151.12,0.45,16.0,30.0,49.0,0.16,122.0,194.0,63.0,49.0,124.0,6.48,101.0,0
28.0,29.0,8.0,3.0,25.0,44.0,15.0,0.15,16.0,4.0,0.27,68.0,12.0,0.79,100.0,0.0,0.0,0.0,46.96,56.64,150652.61,0.89,456.0,0.02,8369.59,2659.8,0.8,14.0,22.0,55.0,0.09,145.0,311.0,32.0,25.0,158.0,21.88,103.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.08,0.0,1.0,1.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,2.2,5.0,55.0,0.0,11.0,0.2,3.06,11.0,1.0,0.0,0.0,3.0,0.08,10.0,1.0,1.0,1.0,13.0,0.0,12.0,0
13.0,3.0,2.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,6.0,1.0,0.0,9.0,0.0,2.0,1.0,24.43,6.55,1046.69,0.05,37.0,0.15,58.15,159.91,0.5,1.0,2.0,6.0,0.08,16.0,21.0,11.0,9.0,25.0,0.0,9.0,0
2.0,3.0,1.0,1.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,5.0,1.0,0.0,6.0,1.0,2.0,1.0,10.88,6.3,431.75,0.02,18.0,0.16,23.99,68.53,0.5,1.0,2.0,5.0,0.18,7.0,11.0,5.0,9.0,11.0,14.29,7.0,0
29.0,5.0,2.0,0.0,79.0,6.0,3.0,0.01,2.0,2.0,0.67,36.0,3.0,1.0,311.0,0.0,2.0,0.67,40.03,134.59,725129.9,1.8,1098.0,0.01,40284.99,5387.77,1.0,2.0,3.0,35.0,0.01,352.0,746.0,17.0,13.0,421.0,20.26,311.0,1
11.0,21.0,2.0,0.0,3.0,30.0,11.0,0.18,10.0,4.0,0.36,32.0,7.0,0.6,60.0,0.0,10.0,0.91,53.97,27.89,41995.56,0.5,257.0,0.04,2333.09,1505.5,0.64,10.0,15.0,23.0,0.13,106.0,151.0,38.0,20.0,84.0,4.76,60.0,0
1.0,3.0,2.0,1.0,1.0,4.0,2.0,0.15,2.0,2.0,1.0,6.0,1.0,0.0,12.0,0.0,2.0,1.0,17.41,7.0,852.85,0.04,32.0,0.14,47.38,121.84,0.5,1.0,2.0,6.0,0.12,14.0,18.0,7.0,7.0,17.0,14.29,13.0,1
6.0,9.0,4.0,0.0,12.0,16.0,5.0,0.14,8.0,5.0,1.0,20.0,1.0,0.0,36.0,0.0,2.0,0.4,33.69,16.32,8977.94,0.18,110.0,0.06,498.77,550.0,0.2,4.0,8.0,17.0,0.09,37.0,73.0,17.0,15.0,56.0,25.0,36.0,0
1.0,11.0,2.0,0.0,7.0,12.0,6.0,0.5,2.0,2.0,0.33,15.0,6.0,1.0,12.0,0.0,5.0,0.83,24.28,9.0,1966.61,0.07,49.0,0.11,109.26,218.51,1.0,5.0,6.0,11.0,0.27,18.0,31.0,11.0,11.0,22.0,36.84,12.0,1
32.0,25.0,13.0,5.0,22.0,48.0,13.0,0.19,24.0,12.0,0.92,60.0,1.0,0.0,63.0,0.0,13.0,1.0,99.95,19.19,36788.57,0.64,315.0,0.05,2043.81,1917.55,0.08,12.0,24.0,49.0,0.1,148.0,167.0,54.0,14.0,124.0,30.0,68.0,0
6.0,11.0,5.0,11.0,0.0,20.0,6.0,0.21,10.0,5.0,0.83,26.0,1.0,0.0,17.0,0.0,6.0,1.0,20.21,13.0,3415.2,0.09,69.0,0.08,189.73,262.71,0.17,5.0,10.0,22.0,0.17,26.0,43.0,7.0,7.0,36.0,39.29,28.0,1
7.0,9.0,4.0,1.0,0.0,18.0,5.0,0.11,8.0,5.0,1.0,20.0,1.0,0.0,44.0,0.0,5.0,1.0,33.73,21.42,15477.46,0.24,134.0,0.05,859.86,722.57,0.2,5.0,9.0,17.0,0.09,63.0,71.0,25.0,17.0,54.0,2.22,45.0,1
3.0,1.0,4.0,0.0,3.0,0.0,1.0,0.17,0.0,1.0,1.0,5.0,1.0,0.0,6.0,0.0,1.0,1.0,16.4,7.07,820.29,0.04,29.0,0.14,45.57,116.0,1.0,0.0,0.0,6.0,0.07,11.0,18.0,7.0,9.0,15.0,33.33,6.0,0
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,9.0,3.0,81.0,0.01,9.0,0.33,4.5,27.0,1.0,0.0,0.0,4.0,0.25,2.0,7.0,2.0,6.0,4.0,0.0,2.0,0
8.0,11.0,8.0,3.0,9.0,14.0,6.0,0.18,4.0,2.0,0.33,34.0,5.0,0.8,31.0,0.0,2.0,0.33,50.45,19.92,20022.14,0.34,179.0,0.05,1112.34,1005.03,0.83,5.0,7.0,30.0,0.11,75.0,104.0,32.0,17.0,53.0,27.91,34.0,0
4.0,11.0,5.0,17.0,5.0,20.0,6.0,0.11,10.0,3.0,0.5,27.0,6.0,1.0,37.0,0.0,6.0,1.0,71.47,10.29,7569.8,0.25,131.0,0.1,420.54,735.53,1.0,5.0,10.0,23.0,0.09,57.0,74.0,36.0,13.0,65.0,37.29,54.0,1
0.0,3.0,3.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,7.0,1.0,0.0,11.0,0.0,2.0,1.0,19.29,8.0,1234.3,0.05,37.0,0.13,68.57,154.29,0.5,1.0,2.0,7.0,0.15,16.0,21.0,9.0,9.0,13.0,0.0,11.0,0
1.0,15.0,0.0,2.0,8.0,16.0,8.0,0.44,2.0,1.0,0.13,18.0,8.0,1.0,16.0,0.0,6.0,0.75,28.13,9.17,2363.56,0.09,57.0,0.11,131.31,257.83,1.0,7.0,8.0,12.0,0.28,20.0,37.0,12.0,11.0,29.0,38.46,18.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,12.68,2.5,79.25,0.01,10.0,0.4,4.4,31.7,1.0,0.0,0.0,3.0,0.17,4.0,6.0,4.0,5.0,6.0,0.0,3.0,0
3.0,1.0,1.0,0.0,3.0,0.0,1.0,0.2,0.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,12.49,8.0,799.29,0.03,27.0,0.13,44.41,99.91,1.0,0.0,0.0,4.0,0.08,10.0,17.0,5.0,8.0,13.0,37.5,5.0,0
