LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
7.0,7.0,1.0,7.0,4.0,4.0,1.0,35.0,57.78,11.5,7641.91,0.22,121.0,0.09,424.55,664.51,46.0,75.0,30.0,15.0,52.0,0
2.0,7.0,0.0,0.0,4.0,1.0,3.0,11.0,11.06,11.14,1372.69,0.04,29.0,0.09,76.26,123.19,13.0,16.0,7.0,12.0,15.0,0
5.0,13.0,0.0,0.0,7.0,1.0,1.0,59.0,65.22,44.12,126970.96,0.96,521.0,0.02,7053.94,2877.78,224.0,297.0,33.0,13.0,66.0,0
7.0,61.0,1.0,1.0,32.0,15.0,4.0,86.0,36.47,98.57,354399.14,1.2,597.0,0.01,19688.84,3595.35,230.0,367.0,35.0,30.0,97.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,11.0,23.89,9.38,2100.08,0.07,51.0,0.11,116.67,224.01,25.0,26.0,12.0,9.0,14.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,13.5,2.0,54.0,0.01,9.0,0.5,3.0,27.0,4.0,5.0,4.0,4.0,5.0,0
6.0,33.0,1.0,20.0,17.0,16.0,16.0,26.0,40.31,18.75,14171.48,0.25,143.0,0.05,787.3,755.81,60.0,83.0,24.0,15.0,55.0,0
8.0,13.0,1.0,10.0,7.0,6.0,1.0,51.0,55.85,20.31,23029.1,0.38,198.0,0.05,1279.39,1134.13,86.0,112.0,36.0,17.0,72.0,1
3.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,60.27,10.8,7025.61,0.22,124.0,0.09,390.31,650.74,53.0,71.0,27.0,11.0,31.0,0
2.0,27.0,0.0,0.0,14.0,13.0,14.0,43.0,36.97,28.24,29487.2,0.35,185.0,0.04,1638.18,1044.1,78.0,107.0,29.0,21.0,47.0,0
9.0,77.0,6.0,6.0,39.0,19.0,36.0,113.0,62.01,58.54,212465.05,1.21,612.0,0.02,11803.61,3629.61,240.0,372.0,41.0,20.0,140.0,0
4.0,1.0,0.0,1.0,1.0,1.0,1.0,13.0,29.38,11.36,3793.37,0.11,76.0,0.09,210.74,333.82,25.0,51.0,11.0,10.0,20.0,0
5.0,1.0,0.0,2.0,1.0,1.0,1.0,9.0,14.71,10.0,1471.49,0.05,36.0,0.1,81.75,147.15,14.0,22.0,7.0,10.0,18.0,0
10.0,19.0,2.0,16.0,10.0,3.0,8.0,47.0,31.88,38.59,47477.11,0.41,210.0,0.03,2637.62,1230.18,95.0,115.0,32.0,26.0,75.0,0
11.0,31.0,0.0,5.0,16.0,14.0,10.0,127.0,88.26,37.85,126433.23,1.11,545.0,0.03,7024.07,3340.46,236.0,309.0,53.0,17.0,149.0,0
11.0,5.0,1.0,6.0,3.0,1.0,1.0,29.0,39.24,17.88,12552.13,0.23,131.0,0.06,697.34,701.84,62.0,69.0,26.0,15.0,49.0,0
1.0,5.0,2.0,0.0,3.0,3.0,1.0,8.0,15.63,8.0,1000.16,0.04,32.0,0.13,55.56,125.02,14.0,18.0,7.0,8.0,13.0,0
4.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,25.93,8.5,1873.56,0.07,51.0,0.12,104.09,220.42,17.0,34.0,10.0,10.0,16.0,0
5.0,11.0,2.0,0.0,6.0,4.0,1.0,28.0,24.69,19.68,9565.99,0.16,94.0,0.05,531.44,485.97,44.0,50.0,19.0,17.0,37.0,1
13.0,31.0,2.0,9.0,16.0,8.0,8.0,97.0,134.27,26.28,92753.23,1.18,495.0,0.04,5152.96,3529.0,220.0,275.0,113.0,27.0,121.0,0
3.0,9.0,0.0,3.0,5.0,4.0,1.0,24.0,24.81,18.0,8037.75,0.15,95.0,0.06,446.54,446.54,36.0,59.0,13.0,13.0,32.0,1
5.0,7.0,0.0,0.0,4.0,4.0,1.0,19.0,42.3,8.89,3342.53,0.13,80.0,0.11,185.7,376.04,40.0,40.0,18.0,8.0,26.0,0
8.0,32.0,0.0,17.0,17.0,8.0,5.0,99.0,52.75,35.63,66951.32,0.63,299.0,0.03,3719.52,1879.34,114.0,185.0,48.0,30.0,127.0,0
3.0,45.0,0.0,12.0,23.0,18.0,18.0,77.0,58.46,20.9,25543.94,0.41,220.0,0.05,1419.11,1222.01,81.0,139.0,31.0,16.0,94.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,91.05,6.06,3344.41,0.18,103.0,0.17,185.8,551.83,50.0,53.0,33.0,8.0,16.0,0
9.0,14.0,0.0,0.0,8.0,5.0,7.0,45.0,35.93,17.78,11356.05,0.21,115.0,0.06,630.89,638.78,48.0,67.0,27.0,20.0,56.0,1
7.0,17.0,0.0,8.0,9.0,9.0,1.0,59.0,53.47,17.55,16465.18,0.31,168.0,0.06,914.73,938.27,64.0,104.0,31.0,17.0,77.0,0
3.0,9.0,0.0,0.0,5.0,1.0,5.0,20.0,17.53,17.0,5066.95,0.1,62.0,0.06,281.5,298.06,22.0,40.0,11.0,17.0,25.0,0
3.0,13.0,0.0,0.0,7.0,3.0,6.0,35.0,21.77,28.42,17581.1,0.21,114.0,0.04,976.73,618.59,45.0,69.0,19.0,24.0,41.0,0
7.0,5.0,0.0,0.0,3.0,2.0,1.0,22.0,44.34,18.35,14923.78,0.27,149.0,0.05,829.1,813.46,53.0,96.0,26.0,18.0,31.0,0
2.0,29.0,0.0,0.0,15.0,1.0,1.0,38.0,35.04,12.33,5330.38,0.14,100.0,0.08,296.13,432.19,37.0,63.0,12.0,8.0,42.0,0
2.0,3.0,0.0,2.0,2.0,2.0,1.0,7.0,10.75,6.0,387.18,0.02,18.0,0.17,21.51,64.53,6.0,12.0,4.0,8.0,13.0,0
5.0,10.0,1.0,0.0,7.0,6.0,5.0,79.0,76.68,38.91,116083.73,0.99,468.0,0.03,6449.1,2983.52,203.0,265.0,60.0,23.0,87.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,17.0,25.15,14.44,5242.4,0.12,74.0,0.07,291.24,363.11,33.0,41.0,16.0,14.0,18.0,0
5.0,17.0,2.0,1.0,9.0,2.0,8.0,19.0,26.07,21.25,11771.7,0.18,108.0,0.05,653.98,553.96,45.0,63.0,18.0,17.0,29.0,0
4.0,5.0,0.0,2.0,3.0,2.0,1.0,15.0,23.72,12.73,3841.74,0.1,65.0,0.08,213.43,301.85,20.0,45.0,11.0,14.0,23.0,0
19.0,7.0,0.0,5.0,4.0,3.0,1.0,53.0,32.28,53.65,92912.68,0.58,335.0,0.02,5161.82,1731.92,96.0,239.0,17.0,19.0,79.0,0
20.0,51.0,1.0,9.0,26.0,20.0,22.0,138.0,158.95,25.33,102009.91,1.34,564.0,0.04,5667.22,4026.71,247.0,317.0,117.0,24.0,168.0,1
2.0,5.0,0.0,0.0,3.0,3.0,1.0,22.0,20.79,17.78,6570.13,0.12,87.0,0.06,365.01,369.57,32.0,55.0,9.0,10.0,26.0,0
6.0,5.0,0.0,3.0,3.0,2.0,1.0,21.0,18.44,18.31,6180.62,0.11,71.0,0.05,343.37,337.6,34.0,37.0,13.0,14.0,32.0,0
10.0,13.0,3.0,5.0,7.0,7.0,1.0,54.0,73.17,19.05,26545.57,0.46,235.0,0.05,1474.75,1393.72,91.0,144.0,43.0,18.0,75.0,0
5.0,5.0,0.0,0.0,3.0,2.0,1.0,18.0,28.33,9.0,2294.94,0.08,59.0,0.11,127.5,254.99,22.0,37.0,11.0,9.0,27.0,0
8.0,7.0,0.0,6.0,4.0,3.0,3.0,27.0,36.76,21.57,17097.13,0.26,150.0,0.05,949.84,792.81,62.0,88.0,23.0,16.0,43.0,0
25.0,42.0,1.0,12.0,22.0,16.0,15.0,114.0,46.29,59.8,165546.28,0.92,458.0,0.02,9197.02,2768.33,184.0,274.0,40.0,26.0,156.0,1
4.0,9.0,0.0,10.0,5.0,2.0,3.0,31.0,20.15,23.13,10775.76,0.16,98.0,0.04,598.65,465.98,37.0,61.0,12.0,15.0,50.0,0
2.0,9.0,0.0,0.0,5.0,4.0,5.0,32.0,42.59,13.71,8011.33,0.19,107.0,0.07,445.07,584.16,48.0,59.0,28.0,16.0,38.0,0
11.0,8.0,2.0,3.0,6.0,6.0,1.0,45.0,39.57,22.39,19841.98,0.3,157.0,0.04,1102.33,886.09,57.0,100.0,28.0,22.0,63.0,1
5.0,9.0,0.0,0.0,5.0,4.0,1.0,28.0,23.91,18.35,8054.41,0.15,87.0,0.05,447.47,438.86,39.0,48.0,17.0,16.0,35.0,0
0.0,33.0,0.0,0.0,17.0,1.0,13.0,8.0,96.32,35.04,118274.66,1.13,630.0,0.03,6570.81,3375.26,29.0,601.0,12.0,29.0,8.0,0
1.0,11.0,0.0,0.0,6.0,5.0,1.0,12.0,25.22,13.2,4393.52,0.11,70.0,0.08,244.08,332.84,33.0,37.0,15.0,12.0,15.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,21.86,10.2,2274.31,0.07,50.0,0.1,126.35,222.97,17.0,33.0,10.0,12.0,14.0,0
0.0,7.0,0.0,0.0,4.0,3.0,4.0,9.0,17.85,5.33,507.65,0.03,25.0,0.19,28.2,95.18,8.0,17.0,6.0,8.0,11.0,0
2.0,5.0,0.0,0.0,3.0,2.0,1.0,6.0,17.13,5.33,487.34,0.03,24.0,0.19,27.07,91.38,8.0,16.0,6.0,8.0,10.0,0
7.0,21.0,0.0,1.0,11.0,4.0,8.0,26.0,29.55,25.91,19838.83,0.26,142.0,0.04,1102.16,765.71,57.0,85.0,22.0,20.0,36.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,14.62,2.5,91.35,0.01,11.0,0.4,5.08,36.54,5.0,6.0,5.0,5.0,5.0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,16.75,5.0,418.81,0.03,22.0,0.2,23.27,83.76,10.0,12.0,7.0,7.0,9.0,0
11.0,4.0,1.0,3.0,3.0,3.0,1.0,17.0,29.58,9.45,2644.27,0.09,61.0,0.11,146.9,279.68,16.0,45.0,11.0,13.0,34.0,0
16.0,13.0,0.0,6.0,7.0,5.0,4.0,74.0,70.9,29.16,60293.86,0.69,328.0,0.03,3349.66,2067.63,142.0,186.0,56.0,23.0,98.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,9.4,8.1,616.79,0.03,20.0,0.12,34.27,76.15,9.0,11.0,5.0,9.0,10.0,0
3.0,7.0,0.0,4.0,4.0,3.0,1.0,19.0,22.93,11.5,3031.83,0.09,61.0,0.09,168.44,263.64,23.0,38.0,10.0,10.0,28.0,0
2.0,5.0,0.0,0.0,3.0,2.0,3.0,21.0,43.78,11.73,6027.31,0.17,93.0,0.09,334.85,513.69,44.0,49.0,30.0,16.0,23.0,0
14.0,33.0,0.0,13.0,17.0,8.0,13.0,81.0,61.94,33.41,69127.22,0.69,322.0,0.03,3840.4,2069.26,146.0,176.0,59.0,27.0,110.0,1
1.0,3.0,0.0,2.0,2.0,2.0,1.0,14.0,32.89,7.08,1647.46,0.08,53.0,0.14,91.53,232.79,23.0,30.0,13.0,8.0,19.0,0
7.0,15.0,0.0,10.0,8.0,7.0,4.0,58.0,70.25,27.53,53255.14,0.64,320.0,0.04,2958.62,1934.21,118.0,202.0,45.0,21.0,77.0,0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,10.78,5.0,269.44,0.02,17.0,0.2,14.97,53.89,8.0,9.0,4.0,5.0,6.0,0
22.0,37.0,8.0,55.0,19.0,10.0,14.0,70.0,23.1,57.14,75436.07,0.44,239.0,0.02,4190.89,1320.13,96.0,143.0,21.0,25.0,157.0,1
4.0,25.0,5.0,3.0,13.0,7.0,12.0,34.0,35.06,23.18,18839.28,0.27,156.0,0.04,1046.63,812.67,68.0,88.0,22.0,15.0,48.0,0
10.0,25.0,0.0,0.0,13.0,2.0,13.0,54.0,41.88,30.0,37690.06,0.42,211.0,0.03,2093.88,1256.34,95.0,116.0,38.0,24.0,64.0,1
3.0,5.0,0.0,2.0,3.0,2.0,3.0,12.0,22.27,9.5,2009.44,0.07,45.0,0.11,111.64,211.52,19.0,26.0,13.0,13.0,19.0,0
17.0,169.0,1.0,17.0,85.0,58.0,57.0,287.0,209.56,24.56,126435.8,1.72,733.0,0.04,7024.21,5147.4,287.0,446.0,111.0,19.0,325.0,1
1.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,10.89,8.25,741.33,0.03,23.0,0.12,41.19,89.86,11.0,12.0,6.0,9.0,9.0,0
7.0,5.0,0.0,5.0,3.0,3.0,1.0,19.0,40.88,11.2,5128.16,0.15,90.0,0.09,284.9,457.87,32.0,58.0,20.0,14.0,35.0,1
1.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,29.97,6.25,1170.6,0.06,42.0,0.16,65.03,187.3,15.0,27.0,12.0,10.0,18.0,0
5.0,21.0,0.0,0.0,11.0,4.0,4.0,28.0,24.07,33.5,27015.74,0.27,146.0,0.03,1500.87,806.44,67.0,79.0,23.0,23.0,35.0,0
2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,22.57,4.89,539.55,0.04,27.0,0.2,29.97,110.36,11.0,16.0,9.0,8.0,9.0,0
6.0,4.0,0.0,0.0,3.0,2.0,1.0,22.0,31.52,8.25,2145.46,0.09,56.0,0.12,119.19,260.06,21.0,35.0,14.0,11.0,31.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,26.4,6.33,1058.8,0.06,36.0,0.16,58.82,167.18,19.0,17.0,15.0,10.0,13.0,0
11.0,19.0,0.0,7.0,10.0,7.0,4.0,49.0,32.58,28.14,25801.88,0.31,166.0,0.04,1433.44,916.91,67.0,99.0,25.0,21.0,69.0,0
25.0,13.0,0.0,0.0,7.0,6.0,1.0,88.0,31.38,40.83,52318.77,0.43,254.0,0.02,2906.6,1281.28,98.0,156.0,18.0,15.0,115.0,0
31.0,41.0,0.0,30.0,21.0,11.0,10.0,95.0,35.52,50.42,90280.8,0.6,328.0,0.02,5015.6,1790.69,121.0,207.0,24.0,20.0,158.0,0
3.0,9.0,0.0,5.0,5.0,5.0,1.0,31.0,48.81,12.2,7259.26,0.2,117.0,0.08,403.29,595.23,51.0,66.0,23.0,11.0,41.0,1
2.0,9.0,0.0,0.0,5.0,2.0,3.0,13.0,12.94,11.38,1673.96,0.05,33.0,0.09,93.0,147.16,13.0,20.0,8.0,14.0,17.0,0
4.0,1.0,0.0,12.0,1.0,1.0,1.0,6.0,30.11,2.0,120.46,0.02,19.0,0.5,6.69,60.23,8.0,11.0,6.0,3.0,24.0,0
13.0,25.0,1.0,2.0,13.0,11.0,4.0,68.0,74.46,18.01,24158.33,0.45,228.0,0.06,1342.13,1341.24,89.0,139.0,42.0,17.0,86.0,1
1.0,9.0,0.0,0.0,5.0,4.0,5.0,15.0,17.55,15.75,4354.63,0.09,62.0,0.06,241.92,276.48,18.0,44.0,8.0,14.0,18.0,0
2.0,9.0,0.0,0.0,5.0,2.0,5.0,14.0,10.52,24.94,6541.88,0.09,54.0,0.04,363.44,262.33,19.0,35.0,8.0,21.0,19.0,0
14.0,11.0,0.0,2.0,6.0,6.0,1.0,87.0,72.52,45.83,152296.93,1.11,556.0,0.02,8460.94,3323.37,248.0,308.0,46.0,17.0,105.0,0
8.0,47.0,0.0,1.0,24.0,9.0,12.0,86.0,105.35,37.65,149321.05,1.32,586.0,0.03,8295.61,3966.16,253.0,333.0,84.0,25.0,95.0,0
6.0,4.0,0.0,0.0,3.0,2.0,1.0,33.0,45.27,14.71,9796.28,0.22,118.0,0.07,544.24,665.98,48.0,70.0,31.0,19.0,41.0,0
3.0,9.0,0.0,0.0,5.0,3.0,3.0,11.0,19.01,18.46,6478.84,0.12,73.0,0.05,359.94,350.94,32.0,41.0,13.0,15.0,16.0,0
2.0,3.0,0.0,0.0,2.0,1.0,1.0,18.0,19.09,8.27,1306.19,0.05,34.0,0.12,72.57,157.89,13.0,21.0,11.0,14.0,22.0,1
8.0,10.0,0.0,0.0,9.0,1.0,1.0,22.0,32.75,7.41,1799.25,0.08,49.0,0.13,99.96,242.76,18.0,31.0,17.0,14.0,32.0,0
4.0,7.0,0.0,0.0,4.0,2.0,1.0,16.0,28.03,7.71,1667.98,0.07,46.0,0.13,92.67,216.22,18.0,28.0,14.0,12.0,23.0,0
3.0,7.0,0.0,0.0,4.0,2.0,4.0,15.0,14.54,15.56,3518.33,0.08,50.0,0.06,195.46,226.18,20.0,30.0,9.0,14.0,20.0,0
4.0,4.0,0.0,0.0,3.0,3.0,1.0,20.0,18.54,8.25,1261.63,0.05,36.0,0.12,70.09,152.93,12.0,24.0,8.0,11.0,26.0,0
3.0,5.0,0.0,0.0,3.0,2.0,3.0,16.0,19.57,12.25,2936.6,0.08,51.0,0.08,163.14,239.72,21.0,30.0,12.0,14.0,21.0,0
20.0,9.0,0.0,22.0,5.0,3.0,3.0,64.0,99.75,23.77,56362.31,0.79,374.0,0.04,3131.24,2371.1,145.0,229.0,61.0,20.0,110.0,0
20.0,19.0,0.0,19.0,10.0,8.0,1.0,114.0,45.97,55.08,139459.89,0.84,422.0,0.02,7747.77,2532.0,161.0,261.0,38.0,26.0,157.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,13.0,23.28,6.75,1060.92,0.05,37.0,0.15,58.94,157.17,15.0,22.0,10.0,9.0,17.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,8.54,4.67,186.03,0.01,12.0,0.21,10.33,39.86,4.0,8.0,3.0,7.0,5.0,0
1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,13.0,3.0,117.0,0.01,13.0,0.33,6.5,39.0,6.0,7.0,4.0,4.0,8.0,0
0.0,5.0,0.0,0.0,3.0,2.0,3.0,2.0,13.56,5.33,385.81,0.02,19.0,0.19,21.43,72.34,8.0,11.0,6.0,8.0,4.0,1
1.0,7.0,0.0,0.0,4.0,3.0,3.0,12.0,18.63,6.6,811.7,0.04,28.0,0.15,45.09,122.98,12.0,16.0,10.0,11.0,13.0,0
4.0,5.0,0.0,0.0,3.0,3.0,1.0,13.0,22.76,7.33,1223.99,0.06,38.0,0.14,68.0,166.91,11.0,27.0,9.0,12.0,19.0,0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,39.47,4.47,788.91,0.06,38.0,0.22,43.83,176.47,19.0,19.0,17.0,8.0,17.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,15.5,3.0,139.52,0.02,14.0,0.33,7.75,46.51,6.0,8.0,5.0,5.0,5.0,0
2.0,3.0,0.0,4.0,2.0,2.0,1.0,8.0,9.41,8.0,602.27,0.03,21.0,0.13,33.46,75.28,8.0,13.0,4.0,8.0,16.0,0
2.0,5.0,0.0,0.0,3.0,1.0,3.0,8.0,14.47,8.64,1081.2,0.04,30.0,0.12,60.07,125.1,11.0,19.0,7.0,11.0,12.0,0
11.0,3.0,0.0,5.0,2.0,2.0,1.0,29.0,72.46,9.43,6441.74,0.23,123.0,0.11,357.87,683.21,55.0,68.0,35.0,12.0,47.0,1
9.0,7.0,0.0,0.0,4.0,4.0,1.0,27.0,43.28,16.32,11528.34,0.24,131.0,0.06,640.46,706.39,48.0,83.0,25.0,17.0,44.0,0
1.0,13.0,0.0,0.0,7.0,4.0,5.0,23.0,27.34,13.59,5048.91,0.12,75.0,0.07,280.49,371.56,33.0,42.0,17.0,14.0,26.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.43,10.0,542.84,0.02,21.0,0.1,30.16,54.28,4.0,17.0,1.0,5.0,7.0,0
2.0,3.0,0.0,0.0,2.0,2.0,1.0,12.0,39.18,4.67,853.24,0.06,41.0,0.21,47.4,182.84,20.0,21.0,15.0,7.0,16.0,0
6.0,5.0,0.0,1.0,3.0,2.0,1.0,44.0,72.25,12.69,11626.55,0.31,165.0,0.08,645.92,916.51,74.0,91.0,35.0,12.0,53.0,0
2.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,26.06,6.14,981.27,0.05,37.0,0.16,54.52,159.91,15.0,22.0,11.0,9.0,12.0,0
2.0,5.0,0.0,0.0,3.0,1.0,3.0,9.0,10.9,16.5,2967.5,0.06,44.0,0.06,164.86,179.85,18.0,26.0,6.0,11.0,13.0,0
4.0,11.0,0.0,0.0,6.0,5.0,4.0,26.0,29.2,15.47,6987.46,0.15,95.0,0.06,388.19,451.71,45.0,50.0,16.0,11.0,32.0,0
5.0,1.0,0.0,0.0,1.0,1.0,1.0,22.0,20.58,26.25,14181.33,0.18,125.0,0.04,787.85,540.24,35.0,90.0,8.0,12.0,29.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,16.52,6.19,632.28,0.03,25.0,0.16,35.13,102.19,11.0,14.0,8.0,9.0,8.0,1
7.0,13.0,0.0,9.0,7.0,7.0,1.0,50.0,67.52,22.3,33590.35,0.5,251.0,0.04,1866.13,1506.0,114.0,137.0,46.0,18.0,66.0,0
2.0,3.0,0.0,1.0,2.0,2.0,1.0,10.0,12.89,9.0,1044.0,0.04,29.0,0.11,58.0,116.0,14.0,15.0,7.0,9.0,15.0,0
6.0,13.0,1.0,0.0,7.0,5.0,3.0,32.0,33.07,18.75,11627.18,0.21,115.0,0.05,645.95,620.12,50.0,65.0,24.0,18.0,41.0,1
1.0,7.0,0.0,0.0,4.0,1.0,4.0,10.0,10.85,9.0,879.05,0.03,25.0,0.11,48.84,97.67,9.0,16.0,5.0,10.0,13.0,0
3.0,3.0,0.0,0.0,2.0,2.0,1.0,19.0,33.29,15.0,7490.93,0.17,99.0,0.07,416.16,499.4,36.0,63.0,18.0,15.0,24.0,0
2.0,3.0,0.0,1.0,2.0,2.0,1.0,7.0,17.22,4.08,287.09,0.02,19.0,0.24,15.95,70.31,7.0,12.0,6.0,7.0,12.0,0
3.0,5.0,0.0,5.0,3.0,2.0,1.0,21.0,22.07,16.0,5648.67,0.12,77.0,0.06,313.82,353.04,32.0,45.0,12.0,12.0,31.0,0
0.0,3.0,1.0,0.0,2.0,1.0,1.0,4.0,9.51,4.0,152.16,0.01,12.0,0.25,8.45,38.04,4.0,8.0,3.0,6.0,7.0,0
0.0,5.0,0.0,0.0,3.0,1.0,3.0,3.0,12.8,7.5,720.0,0.03,24.0,0.13,40.0,96.0,9.0,15.0,6.0,10.0,5.0,0
3.0,21.0,0.0,0.0,11.0,10.0,3.0,64.0,37.8,26.74,27018.54,0.34,215.0,0.04,1501.03,1010.59,101.0,114.0,17.0,9.0,69.0,1
5.0,5.0,0.0,0.0,3.0,3.0,1.0,58.0,77.83,22.87,40702.66,0.59,317.0,0.04,2261.26,1779.86,158.0,159.0,38.0,11.0,63.0,0
7.0,13.0,0.0,10.0,7.0,4.0,6.0,32.0,45.45,17.42,13788.32,0.26,141.0,0.06,766.02,791.67,55.0,86.0,30.0,19.0,51.0,1
1.0,11.0,0.0,0.0,6.0,4.0,6.0,10.0,17.15,12.73,2777.87,0.07,47.0,0.08,154.33,218.26,20.0,27.0,11.0,14.0,13.0,0
4.0,3.0,0.0,0.0,2.0,1.0,1.0,10.0,17.65,7.88,1094.42,0.05,34.0,0.13,60.8,138.97,14.0,20.0,8.0,9.0,17.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,15.09,7.31,807.02,0.04,27.0,0.14,44.83,110.36,13.0,14.0,8.0,9.0,10.0,0
2.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,17.33,7.31,926.58,0.04,31.0,0.14,51.48,126.71,13.0,18.0,8.0,9.0,13.0,0
7.0,1.0,0.0,4.0,1.0,1.0,1.0,20.0,54.36,11.36,7011.26,0.21,116.0,0.09,389.51,617.34,53.0,63.0,28.0,12.0,34.0,0
4.0,3.0,0.0,3.0,2.0,2.0,1.0,11.0,16.14,15.0,3631.98,0.08,57.0,0.07,201.78,242.13,27.0,30.0,9.0,10.0,21.0,0
21.0,45.0,0.0,9.0,23.0,8.0,8.0,125.0,64.48,54.15,189081.51,1.16,534.0,0.02,10504.53,3491.91,239.0,295.0,64.0,29.0,155.0,1
1.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,28.71,4.67,625.24,0.04,31.0,0.21,34.74,133.98,14.0,17.0,12.0,8.0,10.0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,16.73,3.6,216.82,0.02,19.0,0.28,12.05,60.23,9.0,10.0,5.0,4.0,10.0,0
14.0,15.0,0.0,14.0,8.0,2.0,1.0,85.0,32.89,69.54,159072.88,0.76,419.0,0.01,8837.38,2287.5,183.0,236.0,25.0,19.0,115.0,0
5.0,11.0,0.0,13.0,6.0,6.0,3.0,48.0,58.74,20.11,23744.99,0.39,194.0,0.05,1319.17,1180.97,90.0,104.0,47.0,21.0,66.0,0
2.0,17.0,0.0,4.0,9.0,4.0,9.0,24.0,18.97,36.73,25602.49,0.23,137.0,0.03,1422.36,696.98,58.0,79.0,15.0,19.0,30.0,0
2.0,5.0,0.0,0.0,3.0,1.0,1.0,11.0,14.15,9.43,1258.13,0.04,32.0,0.11,69.9,133.44,12.0,20.0,7.0,11.0,15.0,1
12.0,12.0,1.0,3.0,8.0,7.0,1.0,43.0,32.68,28.52,26580.45,0.31,166.0,0.04,1476.69,932.04,70.0,96.0,27.0,22.0,61.0,1
1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,22.0,1.5,49.5,0.01,11.0,0.67,2.75,33.0,5.0,6.0,5.0,3.0,7.0,0
2.0,5.0,0.0,0.0,3.0,2.0,3.0,6.0,29.28,4.5,592.96,0.04,30.0,0.22,32.94,131.77,12.0,18.0,12.0,9.0,10.0,0
14.0,43.0,0.0,18.0,22.0,6.0,14.0,84.0,64.58,29.51,56233.71,0.64,305.0,0.03,3124.09,1905.62,136.0,169.0,53.0,23.0,116.0,0
2.0,3.0,0.0,0.0,2.0,1.0,1.0,7.0,13.4,5.4,390.63,0.02,19.0,0.19,21.7,72.34,6.0,13.0,5.0,9.0,11.0,0
4.0,5.0,0.0,0.0,3.0,3.0,1.0,16.0,38.46,8.0,2461.66,0.1,61.0,0.13,136.76,307.71,28.0,33.0,21.0,12.0,22.0,1
1.0,5.0,3.0,0.0,4.0,4.0,1.0,16.0,34.19,12.4,5256.78,0.14,82.0,0.08,292.04,423.93,31.0,51.0,20.0,16.0,23.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,26.91,3.44,318.01,0.03,25.0,0.29,17.67,92.51,11.0,14.0,8.0,5.0,13.0,0
5.0,1.0,0.0,5.0,1.0,1.0,1.0,8.0,42.58,3.86,633.47,0.05,38.0,0.26,35.19,164.23,18.0,20.0,14.0,6.0,21.0,0
8.0,13.0,1.0,6.0,7.0,3.0,5.0,40.0,26.6,36.5,35432.13,0.32,172.0,0.03,1968.45,970.74,73.0,99.0,25.0,25.0,57.0,1
6.0,1.0,0.0,4.0,1.0,1.0,1.0,12.0,29.44,9.5,2656.99,0.09,61.0,0.11,147.61,279.68,19.0,42.0,12.0,12.0,25.0,0
12.0,45.0,1.0,10.0,23.0,16.0,10.0,100.0,94.22,21.17,42214.86,0.66,312.0,0.05,2345.27,1994.4,127.0,185.0,63.0,21.0,125.0,1
